,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,ageCode,workclassCode,educationCode,marital-statusCode,occupationCode,relationshipCode,raceCode,sexCode,native-countryCode,incomeCode
23723,adult,Private,243165,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,0,4,9,4,10,4,4,1,39,0
23724,adult,State-gov,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,30,United-States,<=50K,0,7,12,4,10,1,4,1,39,0
23725,young,Self-emp-not-inc,65308,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,4,6,11,2,5,0,4,1,39,0
23726,middle-aged,Private,408531,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,>50K,1,4,11,0,1,4,4,0,39,1
23727,middle-aged,Private,235786,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,45,United-States,>50K,1,4,15,2,10,0,4,1,39,1
23728,adult,Private,314963,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,4,15,2,7,0,4,1,39,0
23729,old,Federal-gov,293196,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,2,1,15,2,10,0,4,1,39,1
23730,young,Private,372728,Bachelors,13,Never-married,Other-service,Not-in-family,Black,Female,0,0,24,Jamaica,<=50K,4,4,9,4,8,1,2,0,23,0
23731,adult,Private,706180,Bachelors,13,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,4,9,0,12,4,4,0,39,0
23732,adult,Private,32550,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,0,0,6,1,4,1,39,0
23733,adult,Private,173858,Prof-school,15,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,0,4,14,2,13,0,1,1,19,0
23734,old,Self-emp-inc,230095,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,2,5,8,4,1,3,4,0,39,0
23735,adult,Private,139012,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,2463,0,40,Vietnam,<=50K,0,4,8,4,1,2,1,1,40,0
23736,old,Private,174711,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,2,4,11,4,1,1,4,0,39,0
23737,adult,Private,171150,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999,0,60,United-States,>50K,0,4,9,2,12,0,4,1,39,1
23738,adult,Self-emp-inc,77689,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,>50K,0,5,9,2,12,0,4,1,39,1
23739,young,Private,193898,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,52,United-States,<=50K,4,4,9,0,4,1,4,1,39,0
23740,adult,Private,195000,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,>50K,0,4,9,2,4,0,4,1,39,1
23741,middle-aged,Private,158656,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,White,Female,0,0,36,United-States,<=50K,1,4,7,4,10,4,4,0,39,0
23742,middle-aged,Self-emp-inc,204196,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,>50K,1,5,9,0,4,4,4,1,39,1
23743,young,Private,183802,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,6,0,4,1,39,0
23744,middle-aged,Private,148995,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,4,11,2,12,0,4,1,39,1
23745,young,Private,190903,11th,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K,4,4,1,2,1,5,4,0,39,0
23746,adult,State-gov,173780,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,30,United-States,<=50K,0,7,15,0,10,4,4,0,39,0
23747,middle-aged,Private,251239,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Puerto-Rico,<=50K,1,4,15,2,4,0,4,1,33,0
23748,middle-aged,Private,112761,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,1,4,11,0,7,4,4,0,39,0
23749,middle-aged,Private,197731,Assoc-voc,11,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,1,4,8,3,7,4,4,1,39,0
23750,young,Private,119156,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K,4,4,11,4,14,3,4,1,39,0
23751,old,Private,133819,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,2,4,11,5,3,1,4,0,39,0
23752,adult,Private,185556,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,12,United-States,>50K,0,4,15,4,10,1,4,0,39,1
23753,old,Private,109277,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,2,4,11,2,7,0,4,1,39,1
23754,old,Private,184882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,United-States,>50K,2,4,8,2,14,0,4,1,39,1
23755,middle-aged,State-gov,342834,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,7,15,0,1,1,4,0,39,0
23756,old,Private,234743,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,<=50K,2,4,15,2,4,0,4,1,39,0
23757,young,Federal-gov,106179,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1408,40,United-States,<=50K,4,1,15,4,10,1,4,0,39,0
23758,old,?,257876,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,2,0,14,2,0,0,4,1,39,0
23759,old,Private,66634,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Male,27828,0,50,United-States,>50K,2,4,9,0,4,4,4,1,39,1
23760,adult,Private,138441,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,35,United-States,<=50K,0,4,11,2,6,0,4,1,39,0
23761,young,Private,279802,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,15,4,1,3,4,0,39,0
23762,old,Private,407138,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2936,0,50,Mexico,<=50K,2,4,5,2,7,0,4,1,26,0
23763,adult,Private,100593,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,6,United-States,<=50K,0,4,15,0,10,4,4,0,39,0
23764,adult,Self-emp-not-inc,80933,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,0,6,11,2,14,0,4,1,39,0
23765,teenager,Private,47425,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,3,4,1,4,8,3,4,0,39,0
23766,young,Private,107812,Bachelors,13,Married-civ-spouse,Sales,Other-relative,White,Male,0,0,40,United-States,>50K,4,4,9,2,12,2,4,1,39,1
23767,old,Private,117496,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,1755,40,United-States,>50K,2,4,9,0,10,4,4,0,39,1
23768,adult,Private,209691,7th-8th,4,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,4,5,0,14,1,4,1,39,0
23769,young,Private,314525,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,4,4,9,4,10,1,4,1,39,0
23770,young,Private,190772,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,7,4,8,1,4,0,39,0
23771,old,Local-gov,199298,5th-6th,3,Divorced,Other-service,Not-in-family,White,Female,0,0,45,?,<=50K,2,2,4,0,8,1,4,0,0,0
23772,middle-aged,Private,187370,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K,1,4,12,2,4,0,4,1,39,1
23773,adult,Private,216129,Bachelors,13,Divorced,Other-service,Not-in-family,Black,Female,0,0,60,?,<=50K,0,4,9,0,8,1,2,0,0,0
23774,middle-aged,Federal-gov,219293,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,80,United-States,>50K,1,1,11,2,1,0,2,1,39,1
23775,teenager,Private,136363,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,3,4,0,4,8,3,4,1,39,0
23776,middle-aged,Private,233799,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,1,4,3,2,7,0,4,1,26,0
23777,young,Private,207611,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K,4,4,9,4,4,3,4,0,39,0
23778,young,Self-emp-inc,187652,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,78,United-States,>50K,4,5,11,0,4,1,4,1,39,1
23779,adult,Private,206253,9th,5,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,4,6,4,4,1,4,0,39,0
23780,young,?,152140,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,<=50K,4,0,11,2,0,5,4,0,39,0
23781,middle-aged,Private,606752,Masters,14,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,4,12,0,13,1,4,1,39,0
23782,young,Private,114158,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,3325,0,10,United-States,<=50K,4,4,9,4,4,3,4,0,39,0
23783,old,?,227203,Assoc-acdm,12,Married-spouse-absent,?,Not-in-family,White,Female,0,0,5,United-States,<=50K,2,0,7,3,0,1,4,0,39,0
23784,adult,Self-emp-inc,65624,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,0,5,9,2,4,0,4,1,39,1
23785,adult,Private,141490,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,<=50K,0,4,11,2,12,5,4,0,39,0
23786,adult,Private,199227,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,4,11,0,14,1,4,1,39,0
23787,young,Private,224954,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,15,4,6,3,4,1,39,0
23788,young,Private,231357,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,11,4,1,1,4,0,39,0
23789,adult,Self-emp-inc,113530,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,5,11,4,3,1,4,1,39,0
23790,adult,Private,22245,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,8,2,3,0,4,1,39,0
23791,adult,Private,36383,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,>50K,0,4,9,2,12,0,4,1,26,1
23792,adult,Private,320305,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K,0,4,11,2,3,0,4,1,39,0
23793,old,?,201657,Bachelors,13,Divorced,?,Not-in-family,White,Female,0,0,60,United-States,<=50K,2,0,9,0,0,1,4,0,39,0
23794,adult,Private,48935,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,<=50K,0,4,9,2,10,5,4,0,39,0
23795,teenager,Local-gov,243960,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K,3,2,15,4,12,3,4,0,39,0
23796,young,Private,90915,Assoc-acdm,12,Never-married,Other-service,Own-child,Black,Female,0,0,15,United-States,<=50K,4,4,7,4,8,3,2,0,39,0
23797,young,Private,315287,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K,4,4,15,4,10,1,2,1,39,0
23798,middle-aged,Private,106255,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1,4,15,2,3,0,4,1,39,0
23799,middle-aged,Local-gov,215895,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,>50K,1,2,12,2,1,0,4,1,22,1
23800,adult,Self-emp-not-inc,170979,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,>50K,0,6,14,2,10,0,4,1,39,1
23801,adult,Private,195488,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala,<=50K,0,4,11,4,9,3,4,0,13,0
23802,teenager,Private,152246,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,16,United-States,<=50K,3,4,15,4,8,3,1,1,39,0
23803,old,Self-emp-not-inc,187794,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,60,United-States,>50K,2,6,11,2,14,0,4,1,39,1
23804,middle-aged,Private,110396,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,14084,0,56,United-States,>50K,1,4,12,4,4,1,4,1,39,1
23805,old,?,89391,Prof-school,15,Married-civ-spouse,?,Husband,White,Male,0,0,24,United-States,>50K,2,0,14,2,0,0,4,1,39,1
23806,middle-aged,State-gov,254817,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,7,15,4,8,1,4,0,39,0
23807,adult,Private,41777,12th,8,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K,0,4,2,4,5,1,4,1,39,0
23808,old,Self-emp-not-inc,234841,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72,United-States,<=50K,2,6,11,2,5,0,4,1,39,0
23809,adult,Private,79586,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K,0,4,9,2,10,0,1,1,19,0
23810,adult,Private,63564,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,0,4,11,4,8,3,2,0,39,0
23811,young,Private,132053,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,35,United-States,<=50K,4,4,15,4,1,3,4,0,39,0
23812,middle-aged,Private,370502,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Mexico,<=50K,1,4,11,2,8,0,4,1,26,0
23813,middle-aged,Private,32981,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,4,11,0,7,1,4,1,39,0
23814,young,Private,176683,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,4,4,11,4,14,3,4,1,39,0
23815,old,?,144116,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,2,0,0,2,0,0,4,1,39,0
23816,adult,Self-emp-not-inc,209213,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,?,<=50K,0,6,11,4,12,1,2,1,0,0
23817,old,Self-emp-not-inc,124793,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,<=50K,2,6,15,2,3,0,4,1,39,0
23818,old,Private,22211,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K,2,4,12,2,10,0,4,1,39,1
23819,middle-aged,Private,270565,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K,1,4,8,2,10,0,4,1,39,0
23820,young,Private,38251,Assoc-acdm,12,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,4,4,7,4,8,4,4,0,39,0
23821,old,State-gov,162945,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Black,Male,20051,0,55,United-States,>50K,2,7,14,2,4,0,2,1,39,1
23822,old,Private,195638,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,45,United-States,<=50K,2,4,11,4,8,4,4,0,39,0
23823,middle-aged,Self-emp-not-inc,44006,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,1,6,8,0,5,1,4,1,39,0
23824,middle-aged,Private,119679,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1579,42,United-States,<=50K,1,4,11,2,7,0,4,1,39,0
23825,middle-aged,Local-gov,172111,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,<=50K,1,2,9,0,4,4,2,0,39,0
23826,old,Self-emp-not-inc,32372,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,<=50K,2,6,2,2,8,0,4,1,39,0
23827,old,?,117525,Assoc-acdm,12,Divorced,?,Unmarried,White,Female,0,0,1,United-States,<=50K,2,0,7,0,0,4,4,0,39,0
23828,middle-aged,Self-emp-not-inc,123681,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K,1,6,9,2,10,0,4,1,39,0
23829,middle-aged,Private,317360,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,1,4,15,0,1,1,4,0,39,0
23830,old,Federal-gov,119832,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,40,United-States,>50K,2,1,15,2,1,0,4,1,39,1
23831,middle-aged,Private,135056,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,1,4,11,4,12,3,4,0,39,0
23832,teenager,State-gov,135162,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,<=50K,3,7,15,4,1,3,4,0,39,0
23833,adult,Self-emp-not-inc,194004,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,<=50K,0,6,11,2,12,0,4,1,39,0
23834,old,Local-gov,212864,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,<=50K,2,2,11,2,11,0,4,1,39,0
23835,adult,Private,30509,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K,0,4,15,0,10,4,4,0,39,0
23836,young,Private,118712,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K,4,4,11,4,3,4,4,1,39,0
23837,middle-aged,Private,199018,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,4,14,2,4,0,4,1,39,1
23838,teenager,Private,151799,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,3,4,1,4,8,3,4,0,39,0
23839,young,Private,181280,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,7,0,4,1,39,0
23840,old,Private,232024,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,60,United-States,<=50K,2,4,15,0,1,1,4,0,39,0
23841,adult,Private,226267,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K,0,4,7,2,12,0,4,1,26,0
23842,adult,Private,240467,Masters,14,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K,0,4,12,4,4,4,2,0,39,0
23843,young,State-gov,231473,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,United-States,<=50K,4,7,7,2,1,0,4,1,39,0
23844,old,Private,158813,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K,2,4,15,2,4,0,4,1,39,1
23845,adult,Private,346478,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,2415,45,United-States,>50K,0,4,9,2,12,0,4,1,39,1
23846,old,Private,215990,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,7688,0,40,United-States,>50K,2,4,15,2,13,0,4,1,39,1
23847,old,Self-emp-not-inc,156800,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,2,6,9,2,3,0,4,1,39,0
23848,young,Private,130620,Assoc-acdm,12,Married-spouse-absent,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K,4,4,7,3,3,2,1,0,0,0
23849,middle-aged,Private,37937,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K,1,4,8,2,8,0,4,1,39,0
23850,middle-aged,Federal-gov,166634,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,40,United-States,>50K,1,1,9,2,1,5,4,0,39,1
23851,adult,Private,221167,Bachelors,13,Widowed,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,4,9,6,8,1,4,0,39,0
23852,young,Local-gov,213195,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,4,2,7,2,1,5,4,0,39,1
23853,young,Private,227840,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,4,4,11,4,14,1,4,0,39,0
23854,adult,Private,37646,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,65,United-States,<=50K,0,4,7,2,3,0,4,1,39,0
23855,young,Private,157028,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K,4,4,12,4,10,1,4,1,39,1
23856,adult,Private,188774,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2824,40,United-States,>50K,0,4,9,4,4,1,4,1,39,1
23857,old,?,146272,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3411,0,15,United-States,<=50K,2,0,15,2,0,0,4,1,39,0
23858,young,Private,182656,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,4,4,8,0,1,4,4,0,39,0
23859,middle-aged,Self-emp-not-inc,200471,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,1,6,15,2,3,0,4,1,39,0
23860,middle-aged,Private,358465,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,4,15,0,1,1,4,0,39,0
23861,teenager,Private,78602,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K,3,4,1,4,8,2,4,0,39,0
23862,middle-aged,Private,213416,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,1,4,4,2,7,0,4,1,26,0
23863,middle-aged,Local-gov,345911,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Female,0,0,40,United-States,<=50K,1,2,15,0,14,1,4,0,39,0
23864,adult,?,119522,Bachelors,13,Divorced,?,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0,9,0,0,1,4,1,39,0
23865,middle-aged,Federal-gov,126320,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,1,1,15,2,14,0,2,1,39,0
23866,adult,Self-emp-not-inc,235271,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,0,6,9,0,12,1,4,1,39,1
23867,old,Private,141745,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,2,4,11,0,8,1,2,0,39,0
23868,adult,Private,109351,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,8614,0,45,United-States,>50K,0,4,9,4,12,1,4,0,39,1
23869,old,Private,148113,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,2,4,0,2,3,0,2,1,39,0
23870,adult,Private,100375,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K,0,4,14,2,10,0,4,1,39,1
23871,teenager,?,28455,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K,3,0,15,4,0,3,4,0,39,0
23872,adult,Private,231413,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,4,9,2,10,0,4,1,39,0
23873,adult,Local-gov,119421,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,42,United-States,<=50K,0,2,9,2,10,5,4,0,39,0
23874,teenager,Private,206998,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K,3,4,1,4,6,3,4,1,39,0
23875,old,Private,183810,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,2,4,15,2,4,0,4,1,39,0
23876,adult,Self-emp-inc,187053,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,5,9,5,10,1,4,0,39,0
23877,adult,Local-gov,155781,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,4064,0,50,United-States,<=50K,0,2,11,2,11,0,4,1,39,0
23878,old,?,193895,7th-8th,4,Divorced,?,Unmarried,White,Female,0,0,40,United-States,<=50K,2,0,5,0,0,4,4,0,39,0
23879,adult,Private,48520,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,4,15,2,3,0,4,1,39,0
23880,teenager,Self-emp-inc,170125,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,3,5,11,4,12,3,4,1,39,0
23881,young,Private,196742,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,4,4,11,0,8,4,4,0,39,0
23882,old,?,244214,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,<=50K,2,0,11,2,0,0,4,1,39,0
23883,middle-aged,Local-gov,127921,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,1,2,9,2,10,0,4,1,39,0
23884,adult,Private,187983,Prof-school,15,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,0,4,14,2,12,5,4,0,39,0
23885,teenager,Private,215110,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,3,4,11,4,6,3,2,1,39,0
23886,young,Private,230292,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,4,4,11,2,3,0,4,1,39,0
23887,adult,Private,90159,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,>50K,0,4,9,2,10,5,4,0,39,1
23888,middle-aged,Private,175398,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,1,4,8,0,10,1,4,0,39,0
23889,old,Self-emp-not-inc,53366,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,2,6,1,2,3,0,4,1,39,0
23890,old,Private,46155,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K,2,4,8,0,10,4,4,0,39,1
23891,old,Private,61708,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6418,0,50,United-States,>50K,2,4,11,2,1,0,4,1,39,1
23892,adult,Local-gov,112650,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,2,11,2,11,0,4,1,39,0
